,,"This is the list of HEVC Standard Essential Patents included in the HEVC Advance Patent Portfolio License as of January 2022. The evaluation of patents by the independent Patent Evaluator is ongoing, and this list will be updated as new patents are determined to be HEVC Standard Essential Patents. This list identifies the number of claims of each patent evaluated to be an HEVC Standard Essential Patent. Each listed patent may include additional essential claims that have not yet been evaluated. The sections of the HEVC/H.265 standard are identified by way of example only. Other sections of the standard may also be relevant to each corresponding patent.",,,,,,,
Count (Claims),Count (Patents),Profile,Country,Patent Number,Claim Number,Category,Licensor,Est. Exp. Date,"Representative HEVC/H.265 Sections (Version 2, unless otherwise specified)"
1982,1629,Main/Main10,CH,CH-EP2942965,4,Decoder,Docomo,20310314,"3.4, 3.11, 3.24, 3.30, 3.40, 3.62, 3.64, 3.65, 3.66, 3.67, 3.68, 3.69, 3.74, 3.99, 3.103, 3.105, 3.113, 3.123, 3.127, 3.164, 3.172, 7.3.6.1, 7.4.7.1, 8.1, 8.1.1, 8.3, 8.3.1, 8.3.2, 8.4, 8.7, 8.7.1, C, C.1, C.3, C.3.1, C.3.2, C.3.3, C.3.4, C.5, C.5.1, C.5.2.2, C.5.2.4"
1983,1630,Main/Main10,CH,CH-EP2950532,1,Decoder,Samsung,20310817,"7.3.2.2.1, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.3.2.1, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.6.2, 8.6.4.1"
1984,1631,Main/Main10,CH,CH-EP2950539,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1.1, A.3.1, A.3.2"
1985,1632,Main/Main10,CH,CH-EP2950540,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1.1, A.3.1, A.3.2"
1986,1633,Main/Main10,CH,CH-EP2950541,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1.1, A.3.1, A.3.2"
1987,1634,Main/Main10,CH,CH-EP2950542,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1.1, 8.1.3, 8.4.1, 8.5.1"
1988,1635,Main/Main10,CH,CH-EP2950543,1,Encoder,Philips,20261222,"7.3.8.11, 7.4.2.4.2, 7.4.3.3.1, 7.4.9.11, 8.6.2, 8.6.3"
1989,1635,Main/Main10,CH,CH-EP2950543,6,Decoder,Philips,20261222,"7.2, 7.3.8.11, 7.4.2.4.2, 7.4.3.3.1, 7.4.9.11, 8.6.2, 8.6.3, 9.3"
1990,1636,Main/Main10,CH,CH-EP2950544,1,Encoder,Philips,20261222,"6.3.2, 6.3.3, 7.3.8.11, 8.6.2, 8.6.3, 8.6.4, 9.3.1"
1991,1636,Main/Main10,CH,CH-EP2950544,7,Decoder,Philips,20261222,"7.3.8.11, 7.4.9.11, 8.6.2, 8.6.3, 8.6.4, 9.3.1"
1992,1637,Main/Main10,CH,CH-EP2953355,1,Decoder,Samsung,20310930,"3.35, 3.41, 3.44, 3.64, 3.83, 3.104, 8.5.3.3.3, 8.5.3.3.3.1, 8.5.3.3.3.2, 8.5.3.3.3.3, Figs. 8-4, 8-5, Tables 8-8, 8-9"
1993,1638,Main/Main10,CH,CH-EP2953356,1,Decoder,Samsung,20310817,"3.12, 3.25, 3.32, 3.35, 3.44, 3.165, 3.168, 6.3, 6.3.1, 7.3.2.2, 7.3.2.2.1, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.5, 8.6.2, Fig. 6-4, Table 7-10"
1994,1639,Main/Main10,CH,CH-EP2955917,1,Decoder,Samsung,20310817,"7.3.2.2.1, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.3.2.1, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.5.1, 8.6.2, 8.6.4.1"
1995,1640,Main/Main10,CH,CH-EP2955918,1,Decoder,Samsung,20310817,"7.3.2.2.1, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.3.2.1, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.5.1, 8.6.2, 8.6.4.1"
1996,1641,Main/Main10,CH,CH-EP2981088,1,Bitstream,DIAB,20321106,"7.3.8.11, 7.4.9.10, 7.4.9.11"
1997,1642,Main/Main10,CH,CH-EP2986003,1,Decoder,Samsung,20340106,"7.3.2.3, 9.3.1"
1998,1643,Main/Main10,CH,CH-EP2986004,1,Decoder,Samsung,20340106,"6.3.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.4.1"
1999,1644,Main/Main10,CH,CH-EP2986005,1,Decoder,Samsung,20340106,"6.3.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.4.1"
2000,1645,Main/Main10,CH,CH-EP2986006,1,Decoder,Samsung,20340106,"6.3.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.4.1"
2001,1646,Main/Main10,CH,CH-EP2988500,1,Decoder,Docomo,20300316,"3.12, 3.13, 3.35, 3.44, 3.97, 3.103, 3.104, 3.111, 3.137, 3.139, 3.160, 6.3, 6.3.1, 7.3.8, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.6, 7.4.9.10, 8.1.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.2, 8.5.3.3, 8.5.3.3.1, 8.5.4, 8.5.4.1, 8.5.4.2, 8.6.2, 8.6.7"
2002,1647,Main/Main10,CH,CH-EP2991350,1,Decoder,DIAB,20321106,"7.3.8.11, 7.4.9.10, 7.4.9.11"
2003,1648,Main/Main10,CH,CH-EP2991351,1,Decoder,DIAB,20321106,"7.3.8.11, 7.4.9.10, 7.4.9.11"
2004,1649,Main/Main10,CH,CH-EP2991355,5,Decoder,GEVC,20310413,"6.3.2, 7.3.8.2, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.6.7"
2005,1649,Main/Main10,CH,CH-EP2991355,13,Encoder,GEVC,20310413,"6.3.2, 7.3.8.2, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.6.7"
2006,1649,Main/Main10,CH,CH-EP2991355,17,Bitstream,GEVC,20310413,"6.3.2, 7.3.8.2, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.6.7"
2007,1650,Main/Main10,CH,CH-EP2991356,6,Encoder,SK Telecom,20301001,"6.3.2, 7.3.2.2, 7.3.2.2.1, 7.4.3.2.1"
2008,1651,Main/Main10,CH,CH-EP2996334,3,Decoder,Docomo,20311221,"3.13, 3.102, 8.4, 8.4.1, 8.4.2, 8.4.4, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.4, Table 8-1"
2009,1652,Main/Main10,CH,CH-EP2996337,1,Decoder,Samsung,20310114,"3.25, 3.32, 3.35, 3.44, 3.165, 3.168, 6.3.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.4.2, 8.4.4.2.1, 8.5.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 6-4, Table 7-10"
2010,1653,Main/Main10,CH,CH-EP2996340,1,Decoder,Samsung,20310114,"3.25, 3.32, 3.35, 3.44, 3.165, 3.168, 6.3.1, 7.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 8.5.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 6-4, Table 7-10"
2011,1654,Main/Main10,CH,CH-EP2996341,1,Decoder,Samsung,20310114,"3.25, 3.32, 3.35, 3.44, 3.165, 3.168, 6.3.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.4.2.1, 8.5.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 6-4, Table 7-10"
2012,1655,Main/Main10,CH,CH-EP2996342,1,Decoder,Samsung,20310114,"3.25, 3.32, 3.35, 3.44, 3.165, 3.168, 6.3.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.4, 7.4.9.5, 8.4.4.2.1, 8.5.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 6-4, Table 7-10"
2013,1656,Main/Main10,CH,CH-EP2999224,1,Decoder,Samsung,20310405,"7.3.8.3, 7.4.3.2.1, 7.4.9.3, 8.1, 8.1.1, 8.7.3.2, Tables 7-8, 7-9, 8-13"
2014,1657,Main/Main10,CH,CH-EP2999226,1,Decoder,Samsung,20310405,"7.3.8.3, 7.4.9.3, 8.1.1, 8.7.3.1, 8.7.3.2"
2015,1658,Main/Main10,CH,CH-EP2999227,1,Decoder,Samsung,20310405,"7.3.8.3, 7.4.3.2.1, 7.4.9.3, 8.1, 8.1.1, 8.7.3.2, Tables 7-8, 7-9, 8-13"
2016,1659,Main/Main10,CH,CH-EP3010233,1,Decoder,SK Telecom,20200731,"7.1, 7.3.8.11, 7.4.9.10, 7.4.9.11, 8.6.2, 8.6.3, 8.6.4.1, 8.6.4.2"
2017,1660,Main/Main10,CH,CH-EP3010234,1,Encoder,SK Telecom,20310707,"6.3.2, 7.3.8.11, 7.4.9.10, 7.4.9.11, 8.4.4.1, 8.6.7"
2018,1661,Main/Main10,CH,CH-EP3032829,1,Decoder,Samsung,20310113,"6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.6, 8.5.3.2.2, 8.5.3.2.7"
2019,1662,Main/Main10,CH,CH-EP3051814,1,Decoder,Panasonic,20230226,"7.3, 7.4, 7.4.7, 7.4.7.1, 8.1, 8.3.2, 8.3.4, 8.3.5, 8.5.3, 8.5.3.2, 8.5.3.3"
2020,1663,Main/Main10,CH,CH-EP3054679,1,Encoder,Panasonic,20230226,"7.3, 7.4, 7.4.7, 7.4.7.1, 8.1, 8.3.2, 8.3.4, 8.3.5, 8.5.3, 8.5.3.2, 8.5.3.3"
2021,1664,Main/Main10,CH,CH-EP3054680,1,Encoder,Panasonic,20230416,"0.7, 1, 3, 4, 6, 6.2, 7, 7.4, 7.4.8, 8, 8.1, 8.3, 8.3.2, 8.3.4, 8.5, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.2"
2022,1665,Main/Main10,CH,CH-EP3059708,1,Decoder,Samsung,20301029,"6.3.1, 6.3.2, 7.3.8, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.2, 7.4.3.2.1, 7.4.9.4"
2023,1666,Main/Main10,CH,CH-EP3070944,6,Decoder,Canon,20320111,8.5.3.2.6
2024,1667,Main/Main10,CH,CH-EP3070945,3,Decoder,Docomo,20310714,"7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.9, 7.3.8.10, 7.3.8.11, 7.4.9.6, 7.4.9.9, 8.1.1, 8.5.1, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.3.1, 8.5.3.3.2, 8.5.4.1, 8.6.7, 8.7.1"
2025,1668,Main/Main10,CH,CH-EP3099070,1,Decoder,Canon,20320308,"8.5.3.2.6, 8.5.3.2.8"
2026,1669,Main/Main10,CH,CH-EP3101900,1,Decoder,Samsung,20310708,"3.168, 7.3.8.10, 7.3.9.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 8.1, 8.1.1, 9.1, 9.3, 9.3.1"
2027,1670,Main/Main10,CH,CH-EP3101901,1,Decoder,Samsung,20310708,"3.168, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1, 8.1.1, 9.1, 9.3, 9.3.1"
2028,1671,Main/Main10,CH,CH-EP3104616,1,Decoder,Samsung,20310708,"3.168, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1, 8.1.1, 9.1, 9.3, 9.3.1"
2029,1672,Main/Main10,CH,CH-EP3104617,1,Decoder,Samsung,20310708,"3.168, 6.3.3, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 8.1, 8.1.1, 9.1, 9.3, 9.3.1"
2030,1673,Main/Main10,CH,CH-EP3122045,1,Decoder,Panasonic,20221106,"6.3.1, 6.3.2, 7.3.1.1, 7.3.1.2, 7.3.8.5, 7.3.8.6, 7.4.2, 7.4.2.2, 7.4.9.5, 7.4.9.6, 8.1.1, 8.3.4"
2031,1674,Main/Main10,CH,CH-EP3122046,1,Decoder,Panasonic,20221106,"3, 6.3.1, 6.3.2, 7.3.1.1, 7.3.6.1, 7.3.8.5, 7.3.8.6, 7.3.1.2, 7.4.2.2, 7.4.7.1, 7.4.9.5, 7.4.9.6, 8.1.1, 8.3.2, 8.3.4, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, C.3.4"
2032,1675,Main/Main10,CH,CH-EP3122047,1,Encoder,Panasonic,20221106,"3, 6.3.1, 6.3.2, 7.3.1.1, 7.3.6.1, 7.3.8.5, 7.3.8.6, 7.3.1.2, 7.4.2.2, 7.4.7.1, 7.4.9.5, 7.4.9.6, 8.1.1, 8.3.2, 8.3.4, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1"
2033,1676,Main/Main10,CH,CH-EP3136728,1,Decoder,Samsung,20320627,"3.44, 7.3.8.5, 7.4.9.5, 8.4, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.4, 8.4.4.2.5, Fig. 8-1, Table 8-1"
2034,1677,Main/Main10,CH,CH-EP3136729,1,Decoder,Samsung,20320627,"3.41, 3.44, 7.3.8.5, 7.4.9.5, 8.4, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.4, Fig. 8-1, Table 8-1"
2035,1678,Main/Main10,CH,CH-EP3139596,1,Decoder,HFI,20320828,"7.1, 7.3.8.5, 7.4.9.5, 8.4.2, 9.3.3.1"
2036,1678,Main/Main10,CH,CH-EP3139596,18,Encoder,HFI,20320828,"7.1, 7.3.8.5, 7.4.9.5, 8.4.2, 9.3.3.1"
2037,1679,Main/Main10,CH,CH-EP3145197,1,Decoder,Samsung,20321031,"3, 6.2, 7.2, 7.3.8.10, 7.3.8.11, 7.4.5, 7.4.9, 7.4.9.11, 8.1, 8.6.3, 9.1, 9.3.1, 9.3.2, 9.3.2.2, 9.3.4, 9.3.4.1, 9.4.3.2, 9.3.4.2.1, 9.3.4.2.6, 9.3.4.2.7, 9.3.5.3"
2038,1680,Main/Main10,CH,CH-EP3166317,1,Decoder,Samsung,20321031,"3, 6.2, 7.2, 7.3.8.10, 7.3.8.11, 7.4.5, 7.4.9, 7.4.9.11, 8.1, 8.6.3, 9.1, 9.3.1, 9.3.2, 9.3.2.2, 9.3.4, 9.3.4.1, 9.4.3.2, 9.3.4.2.1, 9.3.4.2.6, 9.3.4.2.7, 9.3.5.3"
2039,1681,Main/Main10,CH,CH-EP3174295,1,Decoder,GEVC,20330415,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
2040,1681,Main/Main10,CH,CH-EP3174295,16,Encoder,GEVC,20330415,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
2041,1681,Main/Main10,CH,CH-EP3174295,17,Bitstream,GEVC,20330415,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
2042,1682,Main/Main10,CH,CH-EP3174297,5,Decoder,Canon,20320111,"6.3.2, 7.3.8.6, 7.4.9.6, 8.1.1, 8.5.3.2.6, 8.5.3.2.7"
2043,1683,Main/Main10,CH,CH-EP3179722,4,Decoder,Docomo,20330617,"6.3.1, 6.3.2, 7.3.8.5, 7.4.9.5, 8.1.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.6, 8.6.2, 8.6.4.1, 8.6.4.2, 8.6.7"
2044,1684,Main/Main10,CH,CH-EP3182707,2,Bitstream,DIAB,20321106,"6.3.2, 7.2, 7.3.8.11, 7.4.3.3.1, 7.4.9.10, 7.4.9.11, 9.3.1"
2045,1685,Main/Main10,CH,CH-EP3197164,8,Decoder,Toshiba,20311017,"7.2, 7.3.2.2.2, 7.3.2.3.1, 7.3.6.1, 7.3.6.3, 7.4.3.2.2, 7.4.3.3.1, 7.4.7.3, 8.1.1, 8.5.3.3.1, 8.5.3.3.3.1, 8.5.3.3.4.3"
2046,1686,Main/Main10,CH,CH-EP3209018,3,Decoder,Huawei,20320820,"7.3.8.5, 7.4.9.5, 8.4.2, 8.4.3, 9.3.1, 9.3.3.7, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.4"
2047,1687,Main/Main10,CH,CH-EP3209021,1,Bitstream,DIAB,20321106,"6.3.2, 7.3.8.11, 7.4.3.3.1, 7.4.9.10, 7.4.9.11"
2048,1688,Main/Main10,CH,CH-EP3211897,1,Encoder,Huawei,20311122,"7.1, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11"
2049,1688,Main/Main10,CH,CH-EP3211897,2,Decoder,Huawei,20311122,"7.1, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 8.1.1, 8.6.3, 9.1"
2050,1689,Main/Main10,CH,CH-EP3217665,1,Decoder,ETRI,20320620,"8.4.2, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.5, 8.6.7"
2051,1690,Main/Main10,CH,CH-EP3217667,9,Decoder,Toshiba,20311017,"7.2, 7.3.2.3.1, 7.3.6.1, 7.3.6.3, 7.4.3.3.1, 7.4.7.3, 8.1.1, 8.5.3.3.1, 8.5.3.3.3.1, 8.5.3.3.4.3"
2052,1691,Main/Main10,CH,CH-EP3220641,1,Decoder,HFI,20320420,"6.3.1, 6.3.2, 7.3.6.1, 7.3.8.2, 7.3.8.3, 7.4.7.1, 7.4.9.2, 8.4.1, 8.7.1, 8.7.3.1"
2053,1691,Main/Main10,CH,CH-EP3220641,4,Encoder,HFI,20320420,"6.3.1, 6.3.2, 7.3.6.1, 7.3.8.2, 7.3.8.3, 7.4.7.1, 7.4.9.2, 8.4.1, 8.7.1, 8.7.3.1"
2054,1692,Main/Main10,CH,CH-EP3226560,1,Decoder,Docomo,20310714,8.4.4.2.6
2055,1693,Main/Main10,CH,CH-EP3232663,1,Decoder,Huawei,20330121,"6.4.1, 7.3.2.2.1, 7.3.8.5, 7.4.3.2.1, 7.4.9.5, 8.1.1, 8.4.2, 9.3.3.1"
2056,1694,Main/Main10,CH,CH-EP3232664,1,Decoder,Samsung,20320628,"3.63, 3.64, 3.83, 3.97, 8.5.3.3.3, 8.5.3.3.3.2, Fig. 8-4"
2057,1695,Main/Main10,CH,CH-EP3232666,1,Decoder,Docomo,20310714,"3.41, 3.44, 8.4.4.2.1, 8.4.4.2.6, Fig. 8-2, Table 8-5"
2058,1696,Main/Main10,CH,CH-EP3240196,2,Decoder,Panasonic,20220813,"6.3.1, 7.2, 7.3.2.9, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.3, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.9, 7.3.8.10, 7.3.8.11, 7.3.8.12, 7.4.9.1, 9.2"
2059,1697,Main/Main10,CH,CH-EP3244612,14,Decoder,GEVC,20310411,"7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.2.2, 9.3.4.2.1, 9.3.4.2.5"
2060,1697,Main/Main10,CH,CH-EP3244612,15,Encoder,GEVC,20310411,"7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.2.2, 9.3.4.2.1, 9.3.4.2.5"
2061,1697,Main/Main10,CH,CH-EP3244612,16,Bitstream,GEVC,20310411,"7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.2.2, 9.3.4.2.1, 9.3.4.2.5"
2062,1698,Main/Main10,CH,CH-EP3244613,9,Decoder,Canon,20320111,"3.13, 3.35, 3.41, 3.46, 3.69, 3.149, 7.3.6.1, 7.3.8.6, 7.4.7.1, 7.4.9.6, 8.5, 8.5.1, 8.5.3.2.2, 8.5.3.2.5, 8.5.3.3.1, 9.3.3, 9.3.3.1, 9.3.3.2, Tables 9-43, 9-44"
2063,1699,Main/Main10,CH,CH-EP3247117,1,Decoder,Canon,20321107,"3.23, 3.58, 3.86, 3.103, 7.3.2.2.1, 7.3.6.1, 7.3.8.2, 7.3.8.3, 7.4.3.2.1, 7.4.7.1, 7.4.9.3, 8.1, 8.1.1, 8.7.3, 8.7.3.1, Table 7-8"
2064,1700,Main/Main10,CH,CH-EP3249611,1,Encoder,Samsung,20301029,"6.3.2, 7.4.3.2.1, 7.3.8.2, 7.3.8.4, 7.4.9.2, 7.4.9.4, 8.1"
2065,1701,Main/Main10,CH,CH-EP3249924,1,Decoder,Docomo,20300316,"6.3.1, 6.3.2, 7.2, 7.3.8.5, 7.3.8.6, 7.3.8.11, 7.4.9.5, 7.4.9.6, 7.4.9.11, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3.2.2, 8.5.3.3.1, 8.5.3.3.2, 8.5.4.2, 8.6.2, 8.6.7"
2066,1702,Main/Main10,CH,CH-EP3249926,1,Decoder,JVCKENWOOD,20321213,"3.12, 3.32, 3.33, 3.34, 3.96, 6.3.2, 6.3.3, 7.3.8.1, 7.3.8.10, 7.4.3.2.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.10, 8.6.1"
2067,1703,Main/Main10,CH,CH-EP3253056,1,Encoder,Panasonic,20230226,"7.4.7, 7.4.7.1, 7.4.9.6, 8, 8.1, 8.3, 8.3.2, 8.3.4, 8.3.5, 8.5, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.2"
2068,1704,Main/Main10,CH,CH-EP3253057,1,Encoder,Panasonic,20230226,"7.4.7.1, 8.3.4, 8.3.5, 8.5.3.1, 8.5.3.2.1, 8.5.3.2, 8.5.3.2.2, 8.5.3.2.8, 8.5.3.2.9"
2069,1705,Main/Main10,CH,CH-EP3253060,3,Decoder,Canon,20320227,"7.4.9.10, 8.6.1"
2070,1706,Main/Main10,CH,CH-EP3258692,1,Decoder,"ETRI, UICFKAU",20320914,"8.5.3.2.6, 8.5.3.2.8"
2071,1706,Main/Main10,CH,CH-EP3258692,6,Encoder,"ETRI, UICFKAU",20320914,"8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8"
2072,1707,Main/Main10,CH,CH-EP3280139,1,Decoder,Toshiba,20311108,"7.3.8.6, 7.4.9.6, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.3.1, 8.5.3.3.2, 8.5.3.3.3.1"
2073,1708,Main/Main10,CH,CH-EP3280145,1,Decoder,Samsung,20310715,"7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7"
2074,1709,Main/Main10,CH,CH-EP3282696,1,Decoder,Samsung,20300813,"6.3, 6.3.2, 7.1, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1.1, 8.5.2, 8.5.3.1, 8.6.3, 8.6.4.1, 8.6.4.2"
2075,1710,Main/Main10,CH,CH-EP3282705,1,Decoder,Samsung,20310715,"6.2, 6.3.2, 7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7"
2076,1711,Main/Main10,CH,CH-EP3282707,1,Decoder,Samsung,20320627,"3.63, 3.64, 3.83, 7.3.8.6, 7.4.9.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.4, 8.5.3.2.5, 8.5.3.2.9, Fig. 8-3"
2077,1712,Main/Main10,CH,CH-EP3288261,1,Decoder,IP Bridge,20230722,"7.3.6.2, 7.3.6.3, 7.3.8.6, 7.3.8.11, 7.4.7.1, 7.4.7.2, 7.4.7.3, 7.4.9.6, 8.1.1, 8.1, 8.3.4, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3, 8.5.3.2.1, 8.5.3.2, 8.5.3.3.1, 8.5.3.3, 8.5.3.3.2, 8.5.3.3.3.1, 8.5.3.3.3, 8.5.3.3.4.3, 8.5.4.1, 8.5.4, 8.5.4.2, 8.6.2, 8.6.3, 8.6.7, A.4.1"
